产品ID,产品名称,核算边界,碳足迹,企业名称,数据年份,数据类型,是否低碳
38140X0052015A,多功能家具（拼版）,摇篮到大门,90.97kgCO2e / 个,-,2015,文献数据,否
53262X0122017A,多晶光伏发电系统-分布式,摇篮到坟墓,2223.49kgCO2e / 千克,-,2017,文献数据,否
17100E0412015A,多晶光伏发电系统-拉萨装机,摇篮到坟墓,1819kgCO2e / 峰值千瓦,-,2015,文献数据,否
17100E0392015A,多晶光伏发电系统-武汉装机,摇篮到坟墓,1819kgCO2e / 峰值千瓦,-,2015,文献数据,否
17100E0422015A,多晶光伏发电系统-西宁装机,摇篮到坟墓,1819kgCO2e / 峰值千瓦,-,2015,文献数据,否
17100E0402015A,多晶光伏发电系统-重庆装机,摇篮到坟墓,1819kgCO2e / 峰值千瓦,-,2015,文献数据,否
17100E0382015A,多晶光伏发电系统-铜川装机,摇篮到坟墓,1819kgCO2e / 峰值千瓦,-,2015,文献数据,否
17100E0142015A,多晶光伏系统,摇篮到大门,0.0509kgCO2e / 千瓦时,-,2015,文献数据,否
35470X0022009A,多晶硅-光伏系统,摇篮到坟墓,2688.78tCO2e / 兆瓦,-,2009,文献数据,否
35470X0032009A,多晶硅-光伏系统,摇篮到坟墓,3054.6tCO2e / 兆瓦,-,2009,文献数据,否
35470X0042010A,多晶硅-光伏系统,摇篮到大门,1.24tCO2e / 峰值千瓦,-,2010,文献数据,否
35470X0052012A,多晶硅-光伏系统,摇篮到大门,0.0509kgCO2e / 千瓦时,-,2012,文献数据,否
35470X0062011A,多晶硅-光伏系统,摇篮到坟墓,1793.46865tCO2e / 兆瓦,-,2011,文献数据,否
35470X0012016A,多晶硅-光伏系统,摇篮到坟墓,2223.29kgCO2e / 峰值千瓦,-,2016,文献数据,否
35470X0072017A,多晶硅-光伏系统,摇篮到大门,966.56kgCO2e / 峰值千瓦,-,2017,文献数据,否
35470X0082012A,多晶硅-光伏系统,摇篮到大门,2228kgCO2e / 峰值千瓦,-,2012,文献数据,否
35470X0092012A,多晶硅-光伏系统,摇篮到大门,2912kgCO2e / 峰值千瓦,-,2012,文献数据,否
35470X0102012A,多晶硅-光伏系统,摇篮到大门,2204kgCO2e / 峰值千瓦,-,2012,文献数据,否
35470X0112013A,多晶硅-光伏系统,摇篮到坟墓,0.06013kgCO2e / 千瓦时,-,2013,文献数据,否
35470X0122013A,多晶硅-光伏系统,摇篮到坟墓,0.081kgCO2e / 千瓦时,-,2013,文献数据,否
35470X0142010A,多晶硅-光伏系统,摇篮到大门,2010tCO2e / 兆瓦,-,2010,文献数据,否
16390X0022020A,多晶硅光伏发电系统,摇篮到坟墓,110.19kgCO2e / 平方米,-,2020,文献数据,否
53262X0022017A,多晶硅光伏电站-冶金法制备多晶硅,摇篮到坟墓,1030000kgCO2e / 千克,-,2017,文献数据,否
53262X0032013A,多晶硅光伏电站-分布式,摇篮到坟墓,1701gCO2e / 克,-,2013,文献数据,否
53262X0102013A,多晶硅光伏电站-大规模,摇篮到坟墓,1803.9gCO2e / 克,-,2013,文献数据,否
17100E0302018A,多晶硅光伏系统,摇篮到坟墓,1432460kgCO2e / 峰值千瓦,-,2018,文献数据,否
46960X0012008A,多晶硅光伏系统,摇篮到大门,3054.6tCO2e / 兆瓦,-,2008,文献数据,否
17100E0542020C,多晶硅光伏组件,摇篮到坟墓,165.914kgCO2e / 平方米,-,2020,文献数据,否
53262X0132011A,多晶硅发电系统-大规模,摇篮到坟墓,21812614.07kgCO2e / 千克,-,2011,文献数据,否
17100E0292008A,多晶硅多晶硅光伏发电系统,摇篮到大门,752859.4kgCO2e / 个,-,2008,文献数据,否
46950X0022017A,多晶硅太阳能光伏电池,摇篮到坟墓,2223.29kgCO2e / 峰值千瓦,-,2017,文献数据,否
17100E0192009A,多晶硅太阳能发电,摇篮到大门,292.4gCO2e / 千瓦时,-,2009,文献数据,否
17100E0272020A,多晶硅太阳能板,摇篮到坟墓,165.914kgCO2e / 平方米,-,2020,文献数据,否
17100E0282020A,多晶硅太阳能板,摇篮到坟墓,155.91kgCO2e / 平方米,-,2020,文献数据,否
17100E0202010A,多晶硅太阳能板,摇篮到大门,2450kgCO2e / 峰值千瓦,-,2010,文献数据,否
17100E0092018A,多晶硅屋顶集成光伏系统,摇篮到大门,0.0302kgCO2e / 千瓦时,-,2018,文献数据,否
17100E0102018A,多晶硅屋顶集成光伏系统,摇篮到大门,0.0292kgCO2e / 千瓦时,-,2018,文献数据,否
17100E0112018A,多晶硅屋顶集成光伏系统,摇篮到大门,0.0209kgCO2e / 千瓦时,-,2018,文献数据,否
23490X0022020A,多谷类面包,摇篮到坟墓,0.883kgCO2e / 千克,-,2020,文献数据,否
23490X0032022A,多谷类面包,摇篮到坟墓,1.041kgCO2e / 千克,-,2022,文献数据,否
21186X0012020A,夜市鸡排,摇篮到坟墓,0.6687kgCO2e / 片,-,2020,文献数据,否
41251X0072021B,大H型钢,摇篮到大门,2404kgCO2e / 公吨,-,2021,文献数据,否
17100C0032019A,大、中型商用核电,摇篮到坟墓,12.4gCO2e / 千瓦时,-,2019,文献数据,否
17100C0072009A,大、中型商用核电,摇篮到坟墓,11.9gCO2e / 千瓦时,-,2009,文献数据,否
42190X0032018C,大口径埋弧焊直缝钢管,摇篮到大门,3150kgCO2e / 公吨,-,2018,文献数据,否
64223X0022022A,大型插电式混合动力汽车,摇篮到大门,0.10148kgCO2e / 千米,-,2022,文献数据,否
64117X0012021A,大型摩托车,摇篮到大门,0.32616kgCO2e / 千米,-,2021,文献数据,否
64221X0012022A,大型柴油客车,摇篮到大门,0.209534kgCO2e / 千米,-,2022,文献数据,否
64221X0022022A,大型汽油客车,摇篮到大门,0.27639kgCO2e / 千米,-,2022,文献数据,否
83324X0012021A,大型电力项目,摇篮到大门,3267kgCO2e / 公吨,-,2021,文献数据,否
64223X0032022A,大型电动汽车,摇篮到大门,0.0555kgCO2e / 千米,-,2022,文献数据,否
42190X0072017A,大型钢材,摇篮到坟墓,2.669tCO2e / 公吨,-,2017,文献数据,否
64241X0022021A,大型飞机客运服务,摇篮到坟墓,0.0952kgCO2e / 人·千米,-,2021,文献数据,否
65311X0052021A,大型飞机货运,摇篮到坟墓,0.096kgCO2e / 公吨·公里,-,2021,文献数据,否
01259X0022016A,大头菜-全球平均,摇篮到大门,0.29kgCO2e / 千克,-,2016,文献数据,否
01259X0012016A,大头菜-瑞典,摇篮到大门,0.29kgCO2e / 千克,-,2016,文献数据,否
21242X0092010A,大眼金枪鱼-西班牙,摇篮到大门,13.3kgCO2e / 千克,-,2010,文献数据,否
01131X0012020A,大米,摇篮到坟墓,1.73kgCO2e / 千克,-,2020,文献数据,否
01131X0022020A,大米,摇篮到坟墓,1.43kgCO2e / 千克,-,2020,文献数据,否
01131X0032020A,大米,摇篮到坟墓,2.02kgCO2e / 千克,-,2020,文献数据,否
01131X0042020A,大米,摇篮到坟墓,1.69kgCO2e / 千克,-,2020,文献数据,否
01131X0052020A,大米,摇篮到坟墓,1.75kgCO2e / 千克,-,2020,文献数据,否
01131X0062020A,大米,摇篮到坟墓,1.37kgCO2e / 千克,-,2020,文献数据,否
01131X0072020A,大米,摇篮到坟墓,1.4kgCO2e / 千克,-,2020,文献数据,否
01131X0082020A,大米,摇篮到坟墓,1.39kgCO2e / 千克,-,2020,文献数据,否
01131X0092020A,大米,摇篮到坟墓,1.58kgCO2e / 千克,-,2020,文献数据,否
01131X0102020A,大米,摇篮到坟墓,1.59kgCO2e / 千克,-,2020,文献数据,否
01131X0112020A,大米,摇篮到坟墓,1.67kgCO2e / 千克,-,2020,文献数据,否
01131X0122020A,大米,摇篮到坟墓,1.89kgCO2e / 千克,-,2020,文献数据,否
01131X0132020A,大米,摇篮到坟墓,1.87kgCO2e / 千克,-,2020,文献数据,否
01131X0142020A,大米,摇篮到坟墓,1.81kgCO2e / 千克,-,2020,文献数据,否
01131X0152020A,大米,摇篮到坟墓,1.44kgCO2e / 千克,-,2020,文献数据,否
01131X0162020A,大米,摇篮到坟墓,1.59kgCO2e / 千克,-,2020,文献数据,否
01131X0172020A,大米,摇篮到坟墓,1.62kgCO2e / 千克,-,2020,文献数据,否
01131X0182020A,大米,摇篮到坟墓,1.84kgCO2e / 千克,-,2020,文献数据,否
01131X0192020A,大米,摇篮到坟墓,1.97kgCO2e / 千克,-,2020,文献数据,否
01131X0202020A,大米,摇篮到坟墓,2.05kgCO2e / 千克,-,2020,文献数据,否
01131X0212020A,大米,摇篮到坟墓,2.14kgCO2e / 千克,-,2020,文献数据,否
01131X0222020A,大米,摇篮到坟墓,1.32kgCO2e / 千克,-,2020,文献数据,否
01131X0232020A,大米,摇篮到坟墓,1.27kgCO2e / 千克,-,2020,文献数据,否
01131X0242020A,大米,摇篮到坟墓,1.54kgCO2e / 千克,-,2020,文献数据,否
01131X0252020A,大米,摇篮到坟墓,1.6kgCO2e / 千克,-,2020,文献数据,否
01131X0262020A,大米,摇篮到坟墓,1.89kgCO2e / 千克,-,2020,文献数据,否
01131X0272020A,大米,摇篮到坟墓,1.66kgCO2e / 千克,-,2020,文献数据,否
01131X0282020A,大米,摇篮到坟墓,2.07kgCO2e / 千克,-,2020,文献数据,否
01131X0292020A,大米,摇篮到坟墓,0.5kgCO2e / 千克,-,2020,文献数据,否
01131X0302020A,大米,摇篮到坟墓,1.6kgCO2e / 千克,-,2020,文献数据,否
01131X0312020A,大米,摇篮到坟墓,1.39kgCO2e / 千克,-,2020,文献数据,否
01131X0322020A,大米,摇篮到坟墓,1.67kgCO2e / 千克,-,2020,文献数据,否
01132X0012017A,大米,摇篮到大门,1.9kgCO2e / 千克,-,2017,文献数据,否
01199X0012015A,大米-中国,摇篮到大门,0.846kgCO2e / 千克,-,2015,文献数据,否
01199X0022015A,大米-中国,摇篮到大门,0.8kgCO2e / 千克,-,2015,文献数据,否
01199X0032009A,大米-中国,摇篮到大门,1.747kgCO2e / 千克,-,2009,文献数据,否
01199X0042011A,大米-中国,摇篮到大门,1.4kgCO2e / 千克,-,2011,文献数据,否
01199X0092013A,大米-中国,摇篮到大门,876.54gCO2e / 千克,-,2013,文献数据,否
23161X0012016A,大米-中国湖北,摇篮到坟墓,5.39tCO2e / 公吨,-,2016,文献数据,否
01199X0082012A,大米-日本,摇篮到大门,1.46kgCO2e / 千克,-,2012,文献数据,否
01199X0062015A,大米-美国,摇篮到大门,1.47kgCO2e / 千克,-,2015,文献数据,否
34131X0302013A,大米制取生物质乙醇,摇篮到大门,2.1789kgCO2e / 千克,-,2013,文献数据,否
21221X0042000A,大菱鲆-法国,摇篮到大门,6.01kgCO2e / 千克,-,2000,文献数据,否
21221X0052010A,大菱鲆-西班牙,摇篮到大门,19.4kgCO2e / 千克,-,2010,文献数据,否
01252X0012005A,大蒜-全球平均,摇篮到大门,0.68kgCO2e / 千克,-,2005,文献数据,否
01252X0022005A,大蒜-英国,摇篮到大门,0.57kgCO2e / 千克,-,2005,文献数据,否
04362X0022009A,大虾/小虾,摇篮到坟墓,5.9kgCO2e / 千克,-,2009,文献数据,否
04391X0012007A,大虾/小虾,摇篮到坟墓,7.76kgCO2e / 千克,-,2007,文献数据,否
04391X0022007A,大虾/小虾,摇篮到坟墓,35kgCO2e / 千克,-,2007,文献数据,否
04362X0032012A,大虾/小虾,摇篮到大门,19.47kgCO2e / 千克,-,2012,文献数据,否
04361X0012015A,大虾/小虾,摇篮到坟墓,7.2kgCO2e / 千克,-,2015,文献数据,否
04361X0032010A,大虾/小虾,摇篮到坟墓,3.02kgCO2e / 千克,-,2010,文献数据,否
04362X0042011A,大虾/小虾,摇篮到大门,3.1kgCO2e / 千克,-,2011,文献数据,否
21299X0092010A,大西洋鲳鱼-西班牙,摇篮到大门,2.76kgCO2e / 千克,-,2010,文献数据,否
01199X0102013A,大豆-东北,摇篮到大门,0.37kgCO2e / 千克,-,2013,文献数据,否
21611X0012022A,大豆沙拉油(18kg),摇篮到坟墓,28kgCO2e / 桶,-,2022,文献数据,否
21612X0172016A,大豆油,摇篮到大门,1.07kgCO2e / 千克,-,2016,文献数据,否
21612X0192011A,大豆油,摇篮到大门,2.16kgCO2e / 千克,-,2011,文献数据,否
21612X0202011A,大豆油,摇篮到大门,4.3kgCO2e / 千克,-,2011,文献数据,否
21612X0252011A,大豆油,摇篮到大门,6.3kgCO2e / 升,-,2011,文献数据,否
21612X0172008A,大豆油,摇篮到大门,1.24kgCO2e / 千克,-,2008,文献数据,否
35491X0022009A,大豆生物柴油,摇篮到大门,4.17tCO2e / 公吨,-,2009,文献数据,否
35491X0092020A,大豆生物柴油,摇篮到坟墓,5195.29kgCO2e / 公吨,-,2020,文献数据,否
21242X0032008A,大马哈鱼-荷兰,摇篮到大门,2.88kgCO2e / 千克,-,2008,文献数据,否
01152X0012017A,大麦-中国东部沿海,摇篮到大门,0.63kgCO2e / 千克,-,2017,文献数据,否
01152X0042014A,大麦-全球平均,摇篮到大门,0.538kgCO2e / 千克,-,2014,文献数据,否
01152X0052014A,大麦-挪威,摇篮到大门,0.62kgCO2e / 千克,-,2014,文献数据,否
01152X0021999A,大麦-荷兰,摇篮到大门,0.326kgCO2e / 千克,-,1999,文献数据,否
01152X0031999A,大麦-荷兰,摇篮到大门,0.347kgCO2e / 千克,-,1999,文献数据,否
27922X0012012A,大麻纤维,摇篮到大门,5.5kgCO2e / 千克,-,2012,文献数据,否
21242X0252023A,大黄鱼,摇篮到大门,10554.87kgCO2e / 公吨,-,2023,文献数据,否
17100G0152019A,天津2019年电网排放因子,摇篮到大门,0.8487tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0082018A,天津造林,摇篮到坟墓,-882tCO2e / 平方千米,-,2018,文献数据,否
12020X0012009A,天然气,摇篮到大门,1.071747kgCO2e / 千克,-,2009,文献数据,否
12020X0082011A,天然气,摇篮到大门,0.017kgCO2e / 立方米,-,2011,文献数据,否
12020X0012020C,天然气,摇篮到大门,0.07kgCO2e / 立方米,-,2020,文献数据,否
17100C0012022C,天然气供热,摇篮到大门,38.5kgCO2e / 平方米,-,2020,文献数据,否
64223X0052021A,天然气公交车运输,摇篮到坟墓,0.005kgCO2e / 人·千米,-,2021,文献数据,否
17500C0012021A,天然气制氢,摇篮到大门,10.063tCO2e / 公吨,-,2021,文献数据,否
17500B0012016A,天然气制氢,摇篮到大门,13.8kgCO2e / 千克,-,2016,文献数据,否
17500B0022017A,天然气制氢,摇篮到坟墓,12.13kgCO2e / 千克,-,2017,文献数据,否
17500C0012016A,天然气制氢,摇篮到大门,13.8kgCO2e / 千克,-,2016,文献数据,否
17500C0022016A,天然气制氢,摇篮到大门,11.98kgCO2e / 千克,-,2016,文献数据,否
17500C0032016A,天然气制氢（含碳捕集）,摇篮到大门,3.5kgCO2e / 千克,-,2016,文献数据,否
34651X0052015A,天然气制氨,摇篮到大门,2.52kgCO2e / 千克,-,2015,文献数据,否
34651X0062020A,天然气制氨,摇篮到大门,1.897kgCO2e / 千克,-,2020,文献数据,否
34651X0072019A,天然气制氨,摇篮到大门,2.61kgCO2e / 千克,-,2019,文献数据,否
33421A0032021A,天然气基乙烷制乙烯,摇篮到大门,2.67tCO2e / 公吨,-,2021,文献数据,否
41285X0012022A,天然气管道,摇篮到坟墓,7.64gCO2e / 立方米·千米,-,2022,文献数据,否
41285X0022020A,天然气管道,摇篮到坟墓,0.058gCO2e / 立方米·千米,-,2020,文献数据,否
65131X0032022A,天然气管道运输,摇篮到大门,0.056gCO2e / 立方米·千米,-,2022,文献数据,否
65131X0062020A,天然气管道运输,摇篮到坟墓,1.35gCO2e / 吉焦·千米,-,2020,文献数据,否
65131X0072022A,天然气管道运输,摇篮到坟墓,6.7216gCO2e / 立方米·千米,-,2022,文献数据,否
15200X0042019C,天然石膏,摇篮到大门,32.8kgCO2e / 公吨,-,2019,文献数据,否
47150X0612023B,太阳能光伏组件,摇篮到坟墓,0.3851kgCO2e / 峰值千瓦,-,2023,文献数据,否
47150X0772023B,太阳能光伏组件,摇篮到坟墓,0.4493kgCO2e / 峰值千瓦,-,2023,文献数据,否
47150X0842021B,太阳能光伏组件,摇篮到坟墓,0.0183kgCO2e / 千瓦时,-,2021,文献数据,否
47150X0852021B,太阳能光伏组件,摇篮到坟墓,0.0177kgCO2e / 千瓦时,-,2021,文献数据,否
47150X0562020B,太阳能单晶硅光伏双面双玻璃组件,摇篮到坟墓,0.0136kgCO2e / 千瓦时,-,2020,文献数据,否
47150X0572020B,太阳能单晶硅光伏双面双玻璃组件,摇篮到坟墓,0.0133kgCO2e / 千瓦时,-,2020,文献数据,否
